surface_type,collision_type,severity,surface_condition,num_driver_casualties,lon,traffic_control,num_vehicles,num_passenger_casualties,num_pedestrian_casualties,record_date,lat,main_cause
Concrete,Side swipe,Fatal,Dry,1,124.96064975219946,Centerline,2,1,0,08/30/18,11.271434728268655,Human error
Concrete,Side swipe,Property,Dry,0,125.59754905224696,None,2,0,0,08/30/18,7.061490343573298,Human error
Asphalt,Side swipe,Property,Dry,0,125.9402973090607,None,2,0,0,08/30/18,7.5839137140370605,Vehicle defect
Concrete,Rear end,Injury,Wet,1,125.85640334046082,None,2,0,0,08/31/18,7.366129965784461,Human error
Concrete,Overturned vehicle,Property,Dry,0,125.69761966577317,None,1,0,0,08/31/18,7.579782591141044,Human error
Asphalt,Overturned vehicle,Injury,Dry,1,120.59671285763196,None,2,6,0,08/31/18,16.46750738160879,Human error
Concrete,Side swipe,Injury,Dry,2,124.99416787680623,None,2,1,0,08/31/18,11.220012114508403,Human error
Concrete,Side swipe,Injury,Dry,1,123.75519053834591,Stop sign,2,0,0,08/31/18,13.302503438344468,Human error
Asphalt,Side swipe,Injury,Dry,1,125.13668547377596,Centerline,2,0,0,08/31/18,8.080931511341603,Human error
Asphalt,Overturned vehicle,Injury,Dry,1,121.80100724634895,None,1,1,0,08/31/18,13.98254384454396,Human error
Concrete,Rear end,Injury,Dry,0,123.83293500512505,Centerline,2,1,0,08/31/18,8.086666724797025,Human error
Concrete,Right angle,Injury,Dry,0,123.84498967082833,None,2,2,0,09/01/18,8.147727167015777,Human error
Asphalt,Hit pedestrian,Injury,Dry,1,123.25341617412282,None,1,0,0,09/01/18,10.370716049123207,Vehicle defect
Concrete,Right angle,Injury,Dry,1,124.40059531072492,None,2,0,0,09/01/18,11.564222917521848,Human error
Asphalt,Head on,Property,Wet,0,121.08769985723964,None,4,0,0,09/01/18,14.619691196488453,Vehicle defect
Concrete,Head on,Property,Dry,0,121.56846933760751,None,2,0,0,09/01/18,13.95938986323803,Human error
Asphalt,Side swipe,Property,Dry,0,125.61326436642167,Traffic lights,2,0,0,09/01/18,7.083643540225614,Human error
Asphalt,Rear end,Injury,Dry,2,123.14938174884453,Centerline,2,0,0,09/01/18,13.567787942622036,Human error
Concrete,Rear end,Property,Dry,0,120.86328896646057,Centerline,2,0,0,09/02/18,14.420617334104964,Human error
Concrete,Hit pedestrian,Fatal,Dry,0,124.33904192185638,Centerline,1,0,1,09/02/18,8.550050046803229,Human error
Concrete,Head on,Fatal,Dry,2,121.53980204320555,None,2,2,0,09/02/18,16.834248716333196,Human error
Concrete,Rear end,Property,Dry,0,120.97633995222102,None,2,0,0,09/02/18,14.685104850661178,Human error
Concrete,Right angle,Property,Dry,0,122.83647058941037,None,2,0,0,09/02/18,10.536835319308343,Human error
Concrete,Hit pedestrian,Fatal,Dry,1,123.36668403789412,None,1,0,1,09/02/18,13.41116972375354,Human error
Asphalt,Side swipe,Fatal,Dry,0,123.8489920274789,Pedestrian crossing,1,0,1,09/02/18,8.242396514208535,Human error
Asphalt,Right angle,Property,Dry,0,122.49232094287545,None,2,0,0,09/02/18,10.694033294716588,Human error
Asphalt,Side swipe,Injury,Dry,2,123.71775165866617,Centerline,2,1,0,09/02/18,13.033314725107218,Human error
Asphalt,Hit pedestrian,Fatal,Dry,1,124.98102476629164,Centerline,1,0,1,09/02/18,11.164716702722064,Human error
Concrete,Rear end,Injury,Dry,1,125.56349791659892,None,2,0,0,09/02/18,7.059919220417248,Human error
Concrete,Overturned vehicle,Fatal,Dry,1,121.01715958761748,Centerline,5,0,0,09/02/18,14.286022363937542,Human error
Asphalt,Side swipe,Injury,Dry,1,123.68633885867298,None,2,0,0,09/03/18,13.174481048930357,Human error
Concrete,Side swipe,Injury,Dry,1,120.96512351693022,None,2,0,0,09/03/18,14.659121464599101,Human error
Concrete,Rear end,Property,Dry,0,123.84284565736802,None,2,0,0,09/03/18,8.146751128467326,Human error
Asphalt,Hit pedestrian,Injury,Dry,1,124.00432975963258,Pedestrian crossing,1,1,1,09/03/18,12.863673088747493,Vehicle defect
Concrete,Side swipe,Injury,Dry,1,122.06850989512033,None,2,0,0,09/03/18,6.907477966794693,Vehicle defect
Concrete,Head on,Injury,Dry,0,123.48825883652258,Police controlled,1,0,1,09/03/18,8.09256027770397,Human error
Concrete,Head on,Fatal,Dry,1,124.53111862427515,None,2,0,0,09/03/18,8.558016316963933,Human error
Asphalt,Side swipe,Injury,Dry,1,120.58769944176152,None,2,0,0,09/03/18,16.07448361664103,Human error
Asphalt,Right angle,Property,Dry,0,125.14024799023468,Centerline,2,0,0,09/04/18,8.051129200356838,Human error
Asphalt,Side swipe,Injury,Dry,1,123.14165204441139,None,2,0,0,09/04/18,13.563734804631826,Human error
Concrete,Hit parked vehicle,Injury,Wet,1,120.73191194523991,None,2,3,0,09/04/18,16.33109525672877,Road defect
Asphalt,Head on,Fatal,Dry,1,121.61491528761519,Centerline,2,2,0,09/04/18,14.698127984184197,Human error
Concrete,Hit pedestrian,Injury,Dry,0,123.20656300950785,None,1,0,1,09/04/18,13.621496977477669,Human error
Asphalt,Hit object off road,Fatal,Dry,0,121.97567100319489,None,1,0,1,09/04/18,13.979130470610377,Human error
Concrete,Overturned vehicle,Injury,Dry,1,121.63749156109898,None,1,4,0,09/04/18,17.013670103517565,Human error
Concrete,Right angle,Injury,Dry,1,125.66948875239437,Centerline,2,0,0,09/04/18,7.324944527328942,Human error
Asphalt,Right angle,Injury,Dry,1,120.9886000974936,None,2,1,0,09/04/18,14.648557913868615,Human error
Concrete,Head on,Injury,Dry,1,125.96562586578749,None,2,1,0,09/04/18,7.600131435222222,Human error
Concrete,Head on,Injury,Dry,1,120.40221113771467,None,2,0,0,09/04/18,16.076536576636613,Human error
Concrete,Right angle,Property,Dry,0,125.85979073123517,None,2,0,0,09/04/18,7.36550655953911,Human error
Concrete,Rear end,Property,Dry,0,120.58229345113638,None,2,0,0,09/05/18,16.417961086854334,Human error
Concrete,Hit pedestrian,Injury,Wet,1,125.70849049974903,None,1,0,1,09/05/18,7.356416383137515,Human error
Asphalt,Side swipe,Property,Dry,0,121.47083329363872,None,2,0,0,09/05/18,14.261898006831501,Human error
Asphalt,Side swipe,Property,Dry,0,123.15047245383032,None,2,0,0,09/05/18,13.564746204072865,Human error
Concrete,Side swipe,Property,Dry,0,124.47448063628957,None,2,0,0,09/05/18,8.570711818688633,Human error
Concrete,Head on,Property,Dry,0,121.60041670459071,None,2,0,0,09/05/18,13.935161849032198,Human error
Asphalt,Right angle,Injury,Dry,1,120.57066177594136,Centerline,2,2,0,09/05/18,15.284480313324837,Human error
Concrete,Side swipe,Injury,Dry,0,124.43107751204953,None,1,0,1,09/05/18,12.16610205104481,Human error
Concrete,Right angle,Property,Dry,0,125.60461555468437,None,2,0,0,09/05/18,7.059010105089283,Human error
Concrete,Head on,Injury,Dry,2,121.92347281600384,Centerline,2,0,0,09/05/18,10.487468905285933,Human error
Concrete,Side swipe,Injury,Dry,2,121.53642559149465,Centerline,2,1,0,09/05/18,16.78081511594971,Human error
Concrete,Right angle,Property,Dry,0,125.13401076072344,None,2,0,0,09/05/18,8.156707053445633,Human error
Asphalt,Head on,Fatal,Dry,1,123.69814944380583,None,2,0,0,09/05/18,8.61018380246798,Human error
Concrete,Rear end,Property,Dry,0,124.75602561914316,Centerline,2,0,0,09/06/18,8.506946002916852,Human error
Asphalt,Hit object in road,Property,Dry,0,123.96983215657171,None,2,0,0,09/06/18,9.603738294237091,Human error
Concrete,Right angle,Injury,Dry,2,125.06471025116184,None,2,0,0,09/06/18,6.214538539481959,Human error
Asphalt,Right angle,Injury,Wet,0,125.4784647670783,None,2,1,0,09/06/18,7.114517859854404,Human error
Concrete,Overturned vehicle,Property,Dry,0,121.4418075649936,None,1,0,0,09/06/18,17.405013167428212,Vehicle defect
Concrete,Head on,Property,Dry,0,122.0690378762134,None,2,0,0,09/06/18,6.903671542249674,Human error
Concrete,Rear end,Property,Dry,0,120.59435967678763,Give way,2,0,0,09/06/18,16.40992653114087,Human error
Concrete,Rear end,Property,Dry,0,120.59598582571643,None,2,0,0,09/06/18,16.41256340753676,Human error
Concrete,Side swipe,Injury,Dry,1,122.63289089987485,None,2,1,0,09/06/18,13.911065761329729,Human error
Concrete,Rear end,Property,Dry,0,120.96640576281494,None,2,0,0,09/06/18,14.827425886954453,Human error
Concrete,Side swipe,Property,Dry,0,125.60295791977347,Centerline,2,0,0,09/06/18,7.056399661455011,Human error
Concrete,Hit pedestrian,Injury,Dry,0,123.29183451366599,None,1,0,1,09/06/18,13.52811623801725,Human error
Concrete,Rear end,Property,Dry,0,120.68288984406966,None,2,0,0,09/06/18,15.96254495504144,Human error
Concrete,Head on,Injury,Dry,1,123.51138068737734,None,1,0,1,09/06/18,8.290915054996288,Human error
Asphalt,Side swipe,Property,Dry,0,120.93991784255721,None,2,0,0,09/07/18,14.383929429527175,Human error
Concrete,Rear end,Injury,Wet,2,120.63460913685151,None,2,0,0,09/07/18,13.950149616274343,Vehicle defect
Concrete,Rear end,Property,Dry,0,121.04979050942488,None,2,0,0,09/07/18,14.620127836474765,Human error
Concrete,Overturned vehicle,Injury,Wet,1,125.60336306494027,None,1,0,0,09/07/18,8.971856081080128,Human error
Concrete,Side swipe,Injury,Dry,1,120.96308604846949,None,2,0,0,09/07/18,14.644240002353927,Human error
Concrete,Hit parked vehicle,Property,Dry,0,124.63702848310393,Centerline,2,0,0,09/07/18,11.289021228314866,Human error
Concrete,Right angle,Property,Dry,0,125.50487843569663,None,2,0,0,09/07/18,8.943453178330142,Human error
Concrete,Hit pedestrian,Injury,Dry,1,123.78919171291234,Centerline,1,1,1,09/07/18,8.02951681615821,Human error
Concrete,Rear end,Injury,Dry,2,121.25067949333035,Centerline,2,0,0,09/07/18,16.578441991223873,Human error
Concrete,Head on,Injury,Dry,2,125.5855201058829,None,2,0,0,09/08/18,9.494794129325358,Human error
Asphalt,Side swipe,Injury,Dry,1,125.45747947020924,Centerline,2,0,0,09/08/18,7.189590665806917,Human error
Concrete,Right angle,Property,Dry,0,121.44199018771185,Centerline,2,0,0,09/08/18,17.40973466047623,Human error
Concrete,Rear end,Injury,Dry,2,121.2126135271585,Centerline,2,0,0,09/08/18,16.65508107388731,Human error
Concrete,Right angle,Property,Dry,0,121.04289933223153,Centerline,2,0,0,09/08/18,14.63959971063266,Human error
Concrete,Right angle,Injury,Dry,0,123.81356180961801,Centerline,2,1,0,09/08/18,8.052808080557599,Human error
Asphalt,Side swipe,Property,Dry,0,120.57375205035133,Centerline,2,0,0,09/08/18,15.267752401122223,Human error
Asphalt,Hit object off road,Property,Dry,0,123.2353130903139,None,1,0,0,09/08/18,13.61874242055567,Vehicle defect
Concrete,Side swipe,Injury,Dry,2,120.85821912027144,None,2,0,0,09/08/18,14.82538082190616,Human error
Concrete,Side swipe,Property,Dry,0,125.70979780274213,None,2,0,0,09/08/18,7.5807039651255925,Human error
Concrete,Rear end,Property,Dry,0,125.22990839822265,None,2,0,0,09/08/18,6.76418066627931,Human error
Concrete,Hit object in road,Property,Dry,0,120.96628649980453,Centerline,1,0,0,09/08/18,16.021574013288575,Human error
Concrete,Overturned vehicle,Injury,Dry,1,120.53353018117623,School crossing,1,0,0,09/08/18,16.44568286099428,Human error
Concrete,Side swipe,Property,Dry,0,121.71056461193261,Centerline,2,0,0,09/08/18,16.795962082028858,Human error
Concrete,Side swipe,Property,Dry,0,125.61324015327016,Police controlled,2,0,0,09/09/18,7.0781617871628875,Human error
Concrete,Side swipe,Property,Dry,0,125.3463809810144,None,2,0,0,09/09/18,6.764047265716505,Human error
Asphalt,Rear end,Property,Dry,0,121.19861163540236,Centerline,2,0,0,09/09/18,14.17265590872162,Human error
Concrete,Right angle,Property,Dry,0,125.89454629960268,None,2,0,0,09/09/18,7.154545475332063,Human error
Concrete,Side swipe,Injury,Dry,1,120.87506875387533,Centerline,2,0,0,09/09/18,14.283521424887912,Human error
Concrete,Hit pedestrian,Property,Wet,0,124.91754327315064,Centerline,1,0,0,09/09/18,10.090006131774672,Human error
Concrete,Side swipe,Injury,Dry,0,124.58331588613477,Centerline,1,0,1,09/09/18,8.510701465710905,Human error
Concrete,Overturned vehicle,Injury,Dry,1,124.54073210622414,None,1,2,0,09/09/18,7.198755616252072,Vehicle defect
Concrete,Rear end,Property,Dry,0,123.9601106447588,None,2,0,0,09/09/18,8.156880953804974,Human error
Asphalt,Head on,Fatal,Dry,1,124.71105479815277,Centerline,2,1,0,09/09/18,8.46937398093569,Human error
Asphalt,Hit animal,Injury,Dry,1,123.25020759923792,None,1,0,0,09/10/18,13.611005704774747,Human error
Concrete,Right angle,Property,Dry,0,125.61085538027052,None,2,0,0,09/10/18,7.08976962544404,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,123.37980551655788,None,1,0,1,09/10/18,13.558726628215913,Human error
Asphalt,Side swipe,Injury,Dry,0,123.7125850595236,Centerline,2,1,0,09/10/18,13.053205096965259,Human error
Concrete,Side swipe,Injury,Dry,1,120.38168052967859,None,2,0,0,09/10/18,16.048892334292848,Human error
Concrete,Rear end,Property,Dry,0,120.98380588879549,None,2,0,0,09/10/18,14.35465430149514,Human error
Concrete,Hit parked vehicle,Property,Dry,0,121.66868950347019,None,2,0,0,09/10/18,18.190762080085186,Human error
Concrete,Hit pedestrian,Injury,Dry,1,123.86366356766848,None,1,0,1,09/10/18,9.644591036724739,Human error
Concrete,Side swipe,Injury,Dry,2,119.93252458364267,Centerline,2,0,0,09/10/18,15.62184500332053,Human error
Concrete,Right angle,Property,Dry,0,125.57958551725108,None,2,0,0,09/10/18,7.055144288537273,Human error
Asphalt,Rear end,Injury,Dry,2,120.95214349020503,None,2,0,0,09/10/18,15.221125146226365,Vehicle defect
Concrete,Side swipe,Property,Wet,0,125.17002713469896,None,2,0,0,09/10/18,6.8486750536452305,Human error
Concrete,Right angle,Injury,Dry,1,125.50790646334913,Centerline,1,0,1,09/10/18,9.700999775941165,Human error
Concrete,Rear end,Property,Dry,0,123.99491421184585,None,2,0,0,09/11/18,8.178506811226377,Human error
Concrete,Hit object off road,Property,Dry,0,121.14344007853151,None,1,0,0,09/11/18,16.76354323050141,Human error
Asphalt,Side swipe,Injury,Dry,1,123.83906688389662,None,2,0,0,09/11/18,8.342681519818766,Human error
Concrete,Hit parked vehicle,Fatal,Dry,0,120.82890838992148,None,1,0,1,09/11/18,15.66386128727433,Human error
Concrete,Hit pedestrian,Injury,Wet,0,126.55793072795925,None,1,1,0,09/11/18,7.5794018873986575,Human error
Concrete,Hit pedestrian,Fatal,Dry,1,123.3989537563625,Pedestrian crossing,1,0,1,09/11/18,10.472996374401912,Human error
Asphalt,Side swipe,Property,Dry,0,123.7101090311529,None,2,0,0,09/11/18,13.143748813466745,Vehicle defect
Concrete,Hit pedestrian,Property,Dry,0,125.86066017092507,None,1,0,0,09/11/18,7.343785787904738,Human error
Asphalt,Right angle,Injury,Dry,2,124.69319561595606,Centerline,2,0,0,09/11/18,8.4795549546894,Human error
Asphalt,Side swipe,Injury,Dry,1,123.2066316861467,None,2,0,0,09/11/18,13.622735569766908,Human error
Concrete,Side swipe,Property,Dry,0,120.39117437615542,None,2,0,0,09/11/18,16.07946493943031,Human error
Concrete,Side swipe,Property,Dry,0,125.60986064234494,Centerline,2,0,0,09/11/18,7.078388217597061,Human error
Asphalt,Rear end,Property,Dry,0,125.60065263949124,Traffic lights,2,0,0,09/12/18,7.058988259837276,Human error
Concrete,Right angle,Injury,Dry,2,121.14934005920496,None,2,0,0,09/12/18,16.489247722826466,Human error
Asphalt,Right angle,Injury,Dry,1,120.68220166678952,None,2,2,0,09/12/18,15.036962369176184,Human error
Concrete,Rear end,Property,Dry,0,125.58407046033827,Traffic lights,2,0,0,09/12/18,7.052842416196922,Human error
Concrete,Head on,Injury,Dry,2,123.18200114556998,None,2,0,0,09/12/18,13.612786424496075,Human error
Concrete,Head on,Injury,Dry,2,123.26413506427699,None,2,0,0,09/12/18,9.188717505606114,Human error
Asphalt,Head on,Property,Dry,0,123.61004394319507,Centerline,2,0,0,09/12/18,13.189445030739801,Human error
Concrete,Head on,Fatal,Wet,1,124.74170031352557,None,2,0,0,09/13/18,8.674586430079733,Human error
Asphalt,Head on,Injury,Dry,2,124.0187374274699,Centerline,2,0,0,09/13/18,12.974469054922784,Human error
Concrete,Rear end,Property,Dry,0,120.99401431653894,None,2,0,0,09/13/18,14.658332369628166,Road defect
Asphalt,Hit pedestrian,Injury,Dry,1,123.16827561441889,None,1,1,1,09/13/18,13.58502808169675,Human error
Asphalt,Head on,Injury,Dry,1,123.85307473575646,Centerline,2,0,0,09/13/18,8.158533125751172,Human error
Asphalt,Side swipe,Property,Dry,0,120.70094091930684,None,2,0,0,09/13/18,15.016352375510545,Human error
Asphalt,Side swipe,Fatal,Dry,1,120.99403450670829,None,2,1,0,09/13/18,15.793355729482924,Human error
Concrete,Hit parked vehicle,Injury,Dry,0,124.26779279534709,Centerline,2,0,6,09/13/18,8.374602394468136,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,120.6078231659461,Centerline,1,0,1,09/13/18,16.35812526965214,Human error
Concrete,Hit parked vehicle,Injury,Dry,1,123.00680542236056,Centerline,2,0,0,09/13/18,8.228416939184653,Vehicle defect
Concrete,Head on,Fatal,Dry,1,121.1478520184864,None,2,0,0,09/13/18,14.535943650027031,Human error
Concrete,Rear end,Property,Dry,0,123.19700601720855,None,2,0,0,09/13/18,13.631721941358354,Human error
Asphalt,Rear end,Property,Dry,0,122.97933078792201,Centerline,2,0,0,09/14/18,13.720205682248608,Human error
Concrete,Right angle,Property,Dry,0,125.65280676615582,Centerline,2,0,0,09/14/18,7.142598829290592,Vehicle defect
Concrete,Rear end,Property,Dry,0,125.55978762206998,None,2,0,0,09/14/18,7.060246751416034,Human error
Concrete,Hit object in road,Injury,Dry,1,124.35846323392494,None,1,0,0,09/14/18,11.678766595498095,Human error
Concrete,Head on,Property,Dry,0,123.51530035995002,None,2,0,0,09/14/18,9.207843870823051,Human error
Concrete,Head on,Injury,Dry,1,120.93156950603847,None,2,0,0,09/14/18,16.11459418046381,Human error
Concrete,Rear end,Property,Dry,0,125.60754940921669,Traffic lights,2,0,0,09/14/18,7.076791115257504,Human error
Concrete,Side swipe,Property,Dry,0,120.97324692873431,None,2,0,0,09/15/18,14.695176203544865,Human error
Concrete,Right angle,Injury,Dry,2,124.12321707358099,None,2,0,0,09/15/18,10.089725222699798,Human error
Concrete,Rear end,Property,Dry,0,125.60483737303574,None,2,0,0,09/15/18,7.068002860662891,Human error
Concrete,Overturned vehicle,Injury,Dry,1,122.97873887711928,None,1,1,0,09/15/18,13.752671432362895,Vehicle defect
Concrete,Side swipe,Injury,Dry,1,123.19919938333783,None,2,1,0,09/15/18,13.663104398541224,Human error
Concrete,Side swipe,Property,Wet,0,120.952359484213,None,2,0,0,09/15/18,14.755470176058422,Human error
Concrete,Right angle,Property,Wet,0,123.54906409180617,Police controlled,2,0,0,09/15/18,7.977045350855027,Human error
Concrete,Rear end,Property,Dry,0,120.94581973099326,None,2,0,0,09/15/18,14.428549026652746,Human error
Asphalt,Rear end,Property,Dry,0,120.5790142920935,Centerline,2,0,0,09/15/18,15.303068180084068,Human error
Concrete,Hit pedestrian,Injury,Dry,1,123.73556598847895,Centerline,1,0,1,09/15/18,10.504106391485864,Human error
Concrete,Rear end,Fatal,Dry,2,121.14975083659598,None,3,0,0,09/15/18,15.616555088320538,Human error
Concrete,Right angle,Property,Dry,0,123.76084646520182,Police controlled,2,0,0,09/16/18,13.263259611666607,Human error
Concrete,Right angle,Property,Dry,0,122.07607198546005,Police controlled,2,0,0,09/16/18,6.918935534940496,Human error
Concrete,Side swipe,Property,Dry,0,125.68808814930316,None,2,0,0,09/16/18,7.601358886669266,Human error
Asphalt,Head on,Property,Wet,0,125.53251072767749,None,2,0,0,09/16/18,8.944776395743684,Human error
Concrete,Hit pedestrian,Injury,Dry,1,125.0236727663844,None,1,0,1,09/16/18,10.053405942392562,Human error
Asphalt,Hit pedestrian,Fatal,Dry,1,123.75100693489381,None,1,0,1,09/16/18,8.062561279056586,Human error
Concrete,Side swipe,Fatal,Dry,1,121.77434938608874,Centerline,2,0,0,09/16/18,16.9478292920135,Human error
Concrete,Rear end,Property,Dry,0,125.61704174141549,None,2,0,0,09/16/18,7.068145114342587,Human error
Concrete,Side swipe,Property,Dry,0,121.00833010837802,None,3,0,0,09/16/18,14.556830985933875,Human error
Concrete,Right angle,Injury,Dry,0,120.99284202190192,Stop sign,2,3,0,09/16/18,14.658558724580457,Human error
Asphalt,Side swipe,Fatal,Dry,1,125.09437155365629,None,2,1,0,09/16/18,7.92318453715895,Human error
Concrete,Rear end,Property,Dry,0,123.3093767763209,None,2,0,0,09/16/18,9.30122003403411,Human error
Concrete,Head on,Property,Wet,0,123.56044272221287,Centerline,2,0,0,09/16/18,7.968575353722578,Human error
Concrete,Right angle,Property,Dry,0,121.03057127132426,None,2,0,0,09/17/18,14.548113905121076,Human error
Asphalt,Side swipe,Injury,Dry,1,125.28221692121443,None,1,0,0,09/17/18,6.379213762330873,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,120.48122133543843,None,1,0,1,09/17/18,15.812455694109255,Human error
Asphalt,Side swipe,Injury,Dry,1,121.59366169773858,Give way,2,0,0,09/17/18,13.94942659060434,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,120.4916096804444,None,1,0,1,09/17/18,15.810360354096764,Human error
Asphalt,Head on,Injury,Wet,2,125.6078126623014,None,2,1,0,09/17/18,7.051442517717918,Human error
Concrete,Rear end,Property,Dry,0,121.0417588358703,Traffic lights,2,0,0,09/17/18,14.421996086368072,Human error
Asphalt,Rear end,Property,Dry,0,120.98592570016169,None,2,0,0,09/17/18,14.66138949465655,Human error
Concrete,Hit pedestrian,Fatal,Dry,1,120.95838988428012,None,1,0,1,09/17/18,15.568904595163369,Human error
Concrete,Side swipe,Fatal,Wet,1,121.85764176875283,None,2,2,0,09/17/18,17.03549962341474,Human error
Concrete,Rear end,Property,Dry,0,120.94603068207523,None,2,0,0,09/17/18,14.394702258898954,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,123.21831828004396,None,1,0,1,09/17/18,13.617860831475674,Human error
Concrete,Head on,Injury,Dry,1,121.08192579199289,None,2,0,0,09/17/18,14.629726860382213,Human error
Concrete,Side swipe,Fatal,Dry,1,124.53602413751054,None,1,0,1,09/18/18,12.099085290545938,Human error
Asphalt,Head on,Injury,Dry,2,120.27912520140599,None,2,0,0,09/18/18,14.831934519214395,Road defect
Concrete,Hit pedestrian,Injury,Dry,0,120.32930744027789,Pedestrian crossing,1,0,1,09/18/18,16.021314524860365,Human error
Concrete,Rear end,Property,Dry,0,125.0187675406961,Centerline,2,0,0,09/18/18,11.209360584329088,Human error
Concrete,Rear end,Property,Dry,0,121.14607653141726,None,2,0,0,09/18/18,14.089326546313147,Human error
Concrete,Right angle,Property,Dry,0,124.99999302987837,None,2,0,0,09/18/18,11.169958281773237,Human error
Asphalt,Rear end,Property,Dry,0,120.4638624454829,None,2,0,0,09/18/18,14.877297951980957,Human error
Concrete,Rear end,Property,Dry,0,125.6248502408409,None,2,0,0,09/18/18,7.072959076074647,Human error
Asphalt,Side swipe,Injury,Dry,2,123.25045052032554,None,2,0,0,09/19/18,13.610187424786947,Human error
Concrete,Rear end,Property,Dry,0,120.94273008802796,Centerline,2,0,0,09/19/18,14.410647379596035,Human error
Concrete,Head on,Fatal,Dry,1,124.99794047369839,None,1,0,1,09/19/18,7.661366601382558,Road defect
Asphalt,Rear end,Property,Dry,0,121.19823666924907,None,2,0,0,09/19/18,14.170757154076902,Human error
Concrete,Rear end,Injury,Dry,1,124.65995079923917,None,2,0,0,09/19/18,6.6806273081911085,Human error
Concrete,Hit pedestrian,Fatal,Dry,0,125.17513603301806,None,1,0,1,09/19/18,8.843265768877261,Human error
Concrete,Head on,Fatal,Dry,3,125.02228748607519,Centerline,3,8,0,09/19/18,11.086217282942359,Human error
Concrete,Head on,Injury,Dry,2,120.84035988595676,None,2,0,0,09/19/18,14.382465637866062,Human error
Concrete,Side swipe,Property,Wet,0,120.97787874280716,Centerline,2,0,0,09/19/18,14.349418782397057,Human error
Concrete,Rear end,Property,Dry,0,125.96883085593421,None,2,0,0,09/19/18,7.599554857310674,Human error
Asphalt,Rear end,Property,Dry,0,123.18685329033634,None,2,0,0,09/19/18,13.631150997355704,Human error
Concrete,Rear end,Property,Dry,0,120.98554899299558,None,2,0,0,09/19/18,14.660805430832196,Human error
Asphalt,Right angle,Injury,Dry,1,123.18933038398639,None,2,3,0,09/19/18,13.633408267028326,Human error
Concrete,Head on,Injury,Dry,1,120.86472326873061,None,2,1,0,09/19/18,14.294482262356638,Human error
Concrete,Rear end,Property,Dry,0,125.60324966312511,Traffic lights,2,0,0,09/20/18,7.063925669865778,Human error
Concrete,Rear end,Property,Dry,0,125.66282048913564,None,2,0,0,09/20/18,7.14298681889551,Human error
Asphalt,Rear end,Property,Dry,0,123.80126385688969,Centerline,4,0,0,09/20/18,12.97468554587245,Human error
Concrete,Hit pedestrian,Injury,Dry,1,123.49080919278849,None,1,0,1,09/20/18,7.905653539159448,Human error
Asphalt,Head on,Property,Dry,0,125.51412753395208,None,2,0,0,09/20/18,8.941551514711467,Human error
Concrete,Hit pedestrian,Fatal,Dry,0,123.97587878595058,None,1,0,1,09/20/18,10.883832193114756,Human error
Concrete,Hit pedestrian,Injury,Dry,0,120.89073072453222,None,1,0,1,09/20/18,16.917079642267723,Vehicle defect
Asphalt,Head on,Injury,Dry,1,121.04762185882431,Centerline,2,0,0,09/20/18,14.379911075324145,Human error
Asphalt,Rear end,Injury,Dry,1,123.23263580792454,None,2,0,0,09/20/18,13.616454099401466,Human error
Concrete,Hit pedestrian,Injury,Dry,0,125.66164086852456,None,1,0,1,09/21/18,7.148611661082857,Human error
Asphalt,Side swipe,Property,Dry,0,120.63964407789837,None,2,0,0,09/21/18,15.079146163200999,Human error
Concrete,Side swipe,Injury,Dry,1,125.85879490686987,None,2,0,0,09/21/18,7.368784550622453,Human error
Asphalt,Side swipe,Property,Dry,0,121.04503765211182,None,2,0,0,09/21/18,14.588021129662442,Human error
Concrete,Side swipe,Property,Dry,0,120.39623759992305,None,2,0,0,09/21/18,16.08344195848494,Human error
Asphalt,Side swipe,Injury,Dry,1,123.22642850979136,None,2,2,0,09/21/18,13.617650379500326,Human error
Gravel,Hit pedestrian,Fatal,Dry,1,125.18068104239575,None,1,0,2,09/21/18,10.259134161472982,Vehicle defect
Concrete,Side swipe,Property,Dry,0,120.90862060683426,None,2,0,0,09/21/18,14.44155988399131,Human error
Asphalt,Hit pedestrian,Injury,Dry,1,125.02385850708804,Pedestrian crossing,1,0,1,09/21/18,11.201039057017223,Human error
Concrete,Head on,Property,Dry,0,122.08098723666795,None,2,0,0,09/21/18,6.922594465644031,Vehicle defect
Concrete,Rear end,Injury,Dry,1,125.78605974442334,None,2,0,0,09/21/18,7.455398062245686,Human error
Concrete,Side swipe,Property,Dry,0,124.48095453078324,None,2,0,0,09/21/18,11.154101917808383,Human error
Asphalt,Hit parked vehicle,Property,Dry,0,120.58106067293384,None,1,0,0,09/22/18,15.948388166355404,Human error
Concrete,Side swipe,Fatal,Dry,1,120.58996857758997,None,1,0,0,09/22/18,15.161370432089846,Human error
Concrete,Right angle,Injury,Dry,1,125.24095162234401,None,2,1,0,09/22/18,6.748874883915225,Human error
Asphalt,Side swipe,Injury,Dry,0,120.97910397849891,None,1,2,0,09/22/18,14.39043939212078,Road defect
Concrete,Side swipe,Property,Dry,0,121.04386811900201,None,2,0,0,09/22/18,14.626947061589195,Human error
